address,moniker,commission,rank,token,votingPower,timestamp,validatorAddress,q1,q3,median,safety,commissions,totalToken
bbnvaloper1rum6xztn9slmls4487k5hr68nc6gw7tf2wmd3k,KODA,0.1,55,20000002,0.009424,1.77E+12,bbnvaloper1rum6xztn9slmls4487k5hr68nc6gw7tf2wmd3k,10046,10301,10130,0.974827246,2,
bbnvaloper1s0gxmwyh8lsq55vlgr9xy3dc90lqmp7tlcqy5t,BinanceNode,0.05,56,17200062,0.008105,1.77E+12,bbnvaloper1s0gxmwyh8lsq55vlgr9xy3dc90lqmp7tlcqy5t,10059,10309,10144,0.97535489,59,
bbnvaloper1g2dslw8hn62tj3yyjcw3t7gx7lxghna7auh4qw,Finoa Consensus Services,0.1,57,13635364,0.006425,1.77E+12,bbnvaloper1g2dslw8hn62tj3yyjcw3t7gx7lxghna7auh4qw,10050,10303,10132,0.975029609,2,
bbnvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57zx9gg4e,LavenderFive Nodes,0.05,58,7197782,0.003392,1.77E+12,bbnvaloper140l6y2gp3gxvay6qtn70re7z2s0gn57zx9gg4e,10052,10312,10140,0.974358974,59,
bbnvaloper1symf474wnypes2d3mecllqk6l26rwz8mx605rm,BlockHunters,0.05,59,6781855,0.003196,1.77E+12,bbnvaloper1symf474wnypes2d3mecllqk6l26rwz8mx605rm,10048,10291,10129,0.976009478,59,
bbnvaloper1je28mxwz6p7akp9yw25jxsa2s07f03dg63aq6x,Colossus,0.05,60,4755782,0.002241,1.77E+12,bbnvaloper1je28mxwz6p7akp9yw25jxsa2s07f03dg63aq6x,10055.5,10300,10132,0.975868535,59,
bbnvaloper1uvz997er6lnht04uc43kplk40qptzq67797p30,Stake Shark,0.1,61,2736755,0.00129,1.77E+12,bbnvaloper1uvz997er6lnht04uc43kplk40qptzq67797p30,10062,10312,10143,0.97535246,2,
bbnvaloper1zfjgkjjrkjdz8p67jdy3ytj3nty9afg9ncmfu3,Gate Earn,0.03,62,2543830,0.001199,1.77E+12,bbnvaloper1zfjgkjjrkjdz8p67jdy3ytj3nty9afg9ncmfu3,10045,10289,10135.5,0.9759262,96,
bbnvaloper17qzjpr0vl6uv7ev7ajfmszwwcf2j992x95hhkm,Bflux,0.05,63,1641812,0.000774,1.77E+12,bbnvaloper17qzjpr0vl6uv7ev7ajfmszwwcf2j992x95hhkm,10061,10313,10133,0.975130761,59,
bbnvaloper1kkuwry38tsvg7p3a9k8ktgvxze2t8ax9qsdhcm,AutoStake Slash Protected,0.03,64,1636903,0.000771,1.77E+12,bbnvaloper1kkuwry38tsvg7p3a9k8ktgvxze2t8ax9qsdhcm,10061,10295,10142.5,0.976928765,96,
bbnvaloper1anuqq7k9kvuh6vnascyyccvxpwlg7a945697rg,polkachucom,0.03,65,1256430,0.000592,1.77E+12,bbnvaloper1anuqq7k9kvuh6vnascyyccvxpwlg7a945697rg,10028,10299,10124,0.973231924,96,
bbnvaloper1u9xeaqdjz3kky2ymdhdsn0ra5uy9tc3eeffvn8,Kiln legacy please redelegate,0.08,66,1100237,0.000518,1.77E+12,bbnvaloper1u9xeaqdjz3kky2ymdhdsn0ra5uy9tc3eeffvn8,10038,10266,10118,0.977465902,53,
bbnvaloper1kzeskgf2eh8jv7nupu4kmmzu7cepmmn4kntmjg,Bitrue,0.03,67,931629,0.000439,1.77E+12,bbnvaloper1kzeskgf2eh8jv7nupu4kmmzu7cepmmn4kntmjg,10048,10329,10142,0.972293433,96,
bbnvaloper1zd7mt8tw5sdcmzu3usgc2cwxx7svppmwrlvph6,CertiK,0.05,68,669195,0.000315,1.77E+12,bbnvaloper1zd7mt8tw5sdcmzu3usgc2cwxx7svppmwrlvph6,10054,10305,10143,0.97525387,59,
bbnvaloper1ta3zed9p4q2ynnpgrw7m63wqd9e4xg2p906nhn,NexuSecurus,0.1,69,653619,0.000308,1.77E+12,bbnvaloper1ta3zed9p4q2ynnpgrw7m63wqd9e4xg2p906nhn,10023,10297,10125,0.972938272,2,
bbnvaloper19pksezgmgmdz283lf2709l0jwvjttpq9m69v64,NodeStake,0.03,70,441506,0.000208,1.77E+12,bbnvaloper19pksezgmgmdz283lf2709l0jwvjttpq9m69v64,10037,10341,10140,0.970019724,96,
bbnvaloper1zvk0kklh6q7acesfcxrw0raeg8mmjnfx2mzula,Informal Systems,0.05,71,289784,0.000137,1.77E+12,bbnvaloper1zvk0kklh6q7acesfcxrw0raeg8mmjnfx2mzula,10043,10306,10127,0.974029821,59,
bbnvaloper1dg8crenpzpc2k8esnqj402a5sh9y0vhtgts6rn,Vadypto,0.03,72,240144,0.000113,1.77E+12,bbnvaloper1dg8crenpzpc2k8esnqj402a5sh9y0vhtgts6rn,10017,10329.5,10113,0.969099179,96,
bbnvaloper1dxzy44hun9mwgu22n5gw6d8xlasgwy9uut3z7p,Zeeve Inc,0.03,73,232015,0.000109,1.77E+12,bbnvaloper1dxzy44hun9mwgu22n5gw6d8xlasgwy9uut3z7p,10030,10310.5,10096,0.972216719,96,
bbnvaloper19t37mhtmw5p7fgnf2k3axk3mekfhafkzppjvaj,Infrasingularity,0.03,74,193679,0.000091,1.77E+12,bbnvaloper19t37mhtmw5p7fgnf2k3axk3mekfhafkzppjvaj,10034,10275,10123,0.976192828,96,
bbnvaloper1gpdtyraa3fxxvhjs87u2dxqststx0w4pcr9tk9,minminnet,0.03,75,177989,0.000084,1.77E+12,bbnvaloper1gpdtyraa3fxxvhjs87u2dxqststx0w4pcr9tk9,10045,10333,10114.5,0.971526027,96,
bbnvaloper1u23ev28ec7m9fn2kcu3w5ympva5d4lunrjjf92,PureValidator,0.05,76,175898,0.000083,1.77E+12,bbnvaloper1u23ev28ec7m9fn2kcu3w5ympva5d4lunrjjf92,10074.5,10317,10184,0.976188138,59,
bbnvaloper19v94c3z7ckarwsum76kaagma0wqsqhh5dku8lm,Validatus,0.05,77,174594,0.000082,1.77E+12,bbnvaloper19v94c3z7ckarwsum76kaagma0wqsqhh5dku8lm,10064,10282.5,10137,0.978445299,59,
bbnvaloper1tat9n0uflehmxytwm40ptqlnt7emazv2yfxv92,Shutdown in December Please redelegate Meria,0.05,78,170722,0.00008,1.77E+12,bbnvaloper1tat9n0uflehmxytwm40ptqlnt7emazv2yfxv92,10047,10307,10131,0.974336196,59,
bbnvaloper1wu9z2n7es5g207kz9wz8cmwa09444ywz6lyj9e,QuantNode,0.1,79,166697,0.000079,1.77E+12,bbnvaloper1wu9z2n7es5g207kz9wz8cmwa09444ywz6lyj9e,10049,10307,10129,0.974528581,2,
bbnvaloper1uy0qkr2qts2ak9ykn29pgjfwcdd3j4ngrn3uy5,AtlasStaking,0.05,80,134354,0.000063,1.77E+12,bbnvaloper1uy0qkr2qts2ak9ykn29pgjfwcdd3j4ngrn3uy5,10040,10271,10094,0.977115118,59,
bbnvaloper1uhwy40w2jg22m2yup4qepqa420x2tfz0hrgu9w,Snow Fall,0.05,81,121714,0.000057,1.77E+12,bbnvaloper1uhwy40w2jg22m2yup4qepqa420x2tfz0hrgu9w,9988,10366,10122,0.962655602,59,
bbnvaloper1q3m4m0zmrhkw7zdldehcu8raxsmdpxp0npp52s,POSTHUMAN StakeDrop,0.05,82,111678,0.000053,1.77E+12,bbnvaloper1q3m4m0zmrhkw7zdldehcu8raxsmdpxp0npp52s,10032,10375,10114,0.966086613,59,
bbnvaloper1r20937v2tsykqav09v8cfgm7q8cmnqwmca64gy,betahk,0.05,83,109355,0.000052,1.77E+12,bbnvaloper1r20937v2tsykqav09v8cfgm7q8cmnqwmca64gy,10026,10253,10109,0.977544762,59,
bbnvaloper14qxucu0qk4qg0e39peufhmcjkjh9ww5dvlg7qv,blockscape,0.08,84,104969,0.000049,1.77E+12,bbnvaloper14qxucu0qk4qg0e39peufhmcjkjh9ww5dvlg7qv,10029,10309,10142,0.972392033,53,
bbnvaloper18kl9x4mmm9ulpjs76gjgynj00fpsszwy4d9zdx,Forbole,0.05,85,96973,0.000046,1.77E+12,bbnvaloper18kl9x4mmm9ulpjs76gjgynj00fpsszwy4d9zdx,9998,10280.5,10113,0.972065658,59,
bbnvaloper1k38qaqcnmjd2qlejzah3e7a66f2xz2jflngqpu,Enigma,0.05,86,51946,0.000024,1.77E+12,bbnvaloper1k38qaqcnmjd2qlejzah3e7a66f2xz2jflngqpu,10040,10282,10122,0.976091681,59,
bbnvaloper1u2qq4hy268nz78k4z0dn6tgnv0mqsvsd35qvk4,PLEASE REDELEGATE decommissioning on December 1st 2025,0.05,87,47492,0.000022,1.77E+12,bbnvaloper1u2qq4hy268nz78k4z0dn6tgnv0mqsvsd35qvk4,9989,10352.5,10126,0.964102311,59,
bbnvaloper1lh8xwl9usz3gmzkk5q6w0qruk7jl974822yqfa,ITRocket,0.05,88,37795,0.000018,1.77E+12,bbnvaloper1lh8xwl9usz3gmzkk5q6w0qruk7jl974822yqfa,10173.5,10587.5,10405,0.960211437,59,
bbnvaloper1ngrr9x9p9vte0sx8sm5he6ydwv2zsjtucqjy2d,doricavalidators,0.05,90,32891,0.000015,1.77E+12,bbnvaloper1ngrr9x9p9vte0sx8sm5he6ydwv2zsjtucqjy2d,10038,10426,10232,0.96207975,59,
bbnvaloper1azjf0sl0mycqr7pfedlc7y7xw74tlxhx298g7t,zonaris01,0.1,91,32146,0.000015,1.77E+12,bbnvaloper1azjf0sl0mycqr7pfedlc7y7xw74tlxhx298g7t,10037,10294,10121,0.974607252,2,
bbnvaloper1a2vl9cwsjdlucjuuagfm6jq22eh4nwp7r7453w,Pier Two,0.1,92,31195,0.000015,1.77E+12,bbnvaloper1a2vl9cwsjdlucjuuagfm6jq22eh4nwp7r7453w,10043,10284,10124,0.97619518,2,
bbnvaloper1wnc4w3x02vna0dq744n03t7j8ez9awuj0f3p6d,STAKEME,0.1,93,29386,0.000014,1.77E+12,bbnvaloper1wnc4w3x02vna0dq744n03t7j8ez9awuj0f3p6d,10037,10037,10037,1,2,
bbnvaloper1qtzq2dx69pwftwykzn02nuesjp5sdpvpeacdp3,Moon Core,0.03,94,28518,0.000013,1.77E+12,bbnvaloper1qtzq2dx69pwftwykzn02nuesjp5sdpvpeacdp3,10115.5,10558.5,10210,0.956611166,96,
bbnvaloper1g0nyysqkljccrejm08qrfsm524z3p792jrnges,StakeRelax,0.05,95,24719,0.000012,1.77E+12,bbnvaloper1g0nyysqkljccrejm08qrfsm524z3p792jrnges,5800,10330,10189,0.555402885,59,
bbnvaloper1pqvkkjpawy55ne5506m3jt7rt4hvzk00txv5ms,PanteraStaking Daily Draw,0.03,96,24671,0.000012,1.77E+12,bbnvaloper1pqvkkjpawy55ne5506m3jt7rt4hvzk00txv5ms,9459,10357,10137,0.911413633,96,
bbnvaloper16c54lsflgqnn490xa0l0cewr4rwzykpdks4rul,Injective Labs,0.1,100,9394,0.000004,1.77E+12,bbnvaloper16c54lsflgqnn490xa0l0cewr4rwzykpdks4rul,10044,10302,10127,0.974523551,2,
bbnvaloper1lhuw2c52lfxq2hx9f9z2j9pkj6d9q62e6vkf8q,Simply Staking,0.045,100,8279,0.000004,1.77E+12,bbnvaloper1lhuw2c52lfxq2hx9f9z2j9pkj6d9q62e6vkf8q,10042,10292,10121,0.975298884,95,
bbnvaloper1xesqr8vjvy34jhu027zd70ypl0nnev5evpn4an,Synergy Nodes,0.05,100,6170,0.000003,1.77E+12,bbnvaloper1xesqr8vjvy34jhu027zd70ypl0nnev5evpn4an,10016,10327,10117,0.969259662,59,
bbnvaloper1zet3w69x7ayp4zhpj3v5jhuttvnscrdldfdm30,WhisperNode,0.09,100,6093,0.000003,1.77E+12,bbnvaloper1zet3w69x7ayp4zhpj3v5jhuttvnscrdldfdm30,10040,10297,10127,0.974622297,52,
bbnvaloper1qdrtytrpvvujcn2n42qkvye2dxf03d7pl8xudy,Provalidator,0.1,100,4942,0.000002,1.77E+12,bbnvaloper1qdrtytrpvvujcn2n42qkvye2dxf03d7pl8xudy,10044,10307,10131,0.974040075,2,
bbnvaloper1vlt4lgffrypaplge9h29g08nh26h3dwc4s5uav,Staketab,0.05,100,2432,0.000001,1.77E+12,bbnvaloper1vlt4lgffrypaplge9h29g08nh26h3dwc4s5uav,10045,10268,10125,0.977975309,59,
bbnvaloper1p0mh2afrv4r9asly90e3humg3hh6s4days6r7f,Sunsetted Validator Please Redelegate,0.1,100,1413,0.000001,1.77E+12,bbnvaloper1p0mh2afrv4r9asly90e3humg3hh6s4days6r7f,10040,10329.5,10126,0.971410231,2,
bbnvaloper14qupjskf7sc70xw7vlraslm0v8ftnq48lw9f60,lorenzovalidator,0.1,100,1271,0.000001,1.77E+12,bbnvaloper14qupjskf7sc70xw7vlraslm0v8ftnq48lw9f60,10056,10264,10133,0.979473009,2,
bbnvaloper1nqk042346gn28mda9y6zk8reszxaw0ahqpkfkr,equinoxDAO,0.1,100,1180,0.000001,1.77E+12,bbnvaloper1nqk042346gn28mda9y6zk8reszxaw0ahqpkfkr,10056,10304,10128,0.975513428,2,
bbnvaloper12ff9jhshcx2x95ry86xxpsxu39zv6lzjdccsmf,Swyke,0.1,100,389,0,1.77E+12,bbnvaloper12ff9jhshcx2x95ry86xxpsxu39zv6lzjdccsmf,10045,10304,10131,0.974434903,2,
bbnvaloper1vuxy9elwfnlnfwkpjyvaezwtrfl6j8rjeyn83x,Nodeinfra,0.1,100,372,0,1.77E+12,bbnvaloper1vuxy9elwfnlnfwkpjyvaezwtrfl6j8rjeyn83x,10044,10285,10126,0.976199881,2,
bbnvaloper1a37erd8apjw22rdja62t9pd4yyp8mag54cm8wx,Validation Cloud,0.1,100,28,0,1.77E+12,bbnvaloper1a37erd8apjw22rdja62t9pd4yyp8mag54cm8wx,10022,10243,10102,0.978123144,2,
bbnvaloper1ujkfqw2meh5xn4ncmcdnxf442z0rk96rlz92qq,RedelegateShuttingDown,0.1,100,3,0,1.77E+12,bbnvaloper1ujkfqw2meh5xn4ncmcdnxf442z0rk96rlz92qq,10042,10281,10120,0.976383399,2,
bbnvaloper1vyf8pqdtv0e2n05fjagy7qwvnqcr8w3s7lr637,IAmScRay Please redelegate,0.05,100,2,0,1.77E+12,bbnvaloper1vyf8pqdtv0e2n05fjagy7qwvnqcr8w3s7lr637,9976.5,10131,10078.5,0.984670338,59,
