address,moniker,commission,rank,token,votingPower,timestamp,validatorAddress,q1,q3,median,safety,totalToken
osmovaloper1lfn5ywlunadd3fl8lcem05ew7vezns2kx06pf0,nonce community  Please Undelegate,0.05,60,1555041,0.005842,1.76E+12,osmovaloper1lfn5ywlunadd3fl8lcem05ew7vezns2kx06pf0,1047,1159,1086,0.896869245,
osmovaloper1f6wx6r7567wu5j4ysskshkmsrk29sme97x25ca,Crypto Assassin,0.05,61,1537498,0.005776,1.76E+12,osmovaloper1f6wx6r7567wu5j4ysskshkmsrk29sme97x25ca,998,1123,1050,0.880952381,
osmovaloper16q8xd335y38xk2ul67mjg27vdnrcnklt4wx6kt,StakeLabzone,0.05,62,1440913,0.005414,1.76E+12,osmovaloper16q8xd335y38xk2ul67mjg27vdnrcnklt4wx6kt,1020,1132,1062,0.894538606,
osmovaloper1rtlg9jnlezwg83eep5zu25sfxndgud5aeqjld4,Xilodyne,0.05,63,1435964,0.005395,1.76E+12,osmovaloper1rtlg9jnlezwg83eep5zu25sfxndgud5aeqjld4,990,1112,1042,0.882917466,
osmovaloper1zlymlax05tg9km9jyw496jx60v86m454a3xf3m,Larry Engineer,0.05,64,1401437,0.005265,1.76E+12,osmovaloper1zlymlax05tg9km9jyw496jx60v86m454a3xf3m,1005,1125,1056,0.886363636,
osmovaloper16s96n9k9zztdgjy8q4qcxp4hn7ww98qk5wjn0s,Nodeify,0.05,65,1364246,0.005126,1.76E+12,osmovaloper16s96n9k9zztdgjy8q4qcxp4hn7ww98qk5wjn0s,990,1113,1041,0.88184438,
osmovaloper1gr73xk8gmn3gdyx4cqf5s4hmkxwcgkq8lx8xwv,Chainscope,0.05,66,1303542,0.004897,1.76E+12,osmovaloper1gr73xk8gmn3gdyx4cqf5s4hmkxwcgkq8lx8xwv,993,1114,1044,0.884099617,
osmovaloper1pxphtfhqnx9ny27d53z4052e3r76e7qq495ehm, AutoStake  Slash Protected,0.05,67,1299505,0.004882,1.76E+12,osmovaloper1pxphtfhqnx9ny27d53z4052e3r76e7qq495ehm,992,1115,1043,0.882070949,
osmovaloper1y0us8xvsvfvqkk9c6nt5cfyu5au5tww24nrlnx,Swiss Staking,0.05,68,1193086,0.004482,1.76E+12,osmovaloper1y0us8xvsvfvqkk9c6nt5cfyu5au5tww24nrlnx,1002,1120,1052,0.8878327,
osmovaloper1tf7wjthwt9mgywqvjdkj974rp5awzzm43ddhlp,Booga Beras,0.05,70,1100032,0.004133,1.76E+12,osmovaloper1tf7wjthwt9mgywqvjdkj974rp5awzzm43ddhlp,996,1120,1047,0.88156638,
osmovaloper17r0cp9zrtkvzlz7a2r09gmdxwqfyje98gfer6u,Kahuna,0.05,71,1095872,0.004117,1.76E+12,osmovaloper17r0cp9zrtkvzlz7a2r09gmdxwqfyje98gfer6u,992,1116,1043,0.881112176,
osmovaloper1n3mhyp9fvcmuu8l0q8qvjy07x0rql8q4d3kvts,0basevc,0.05,72,1058071,0.003975,1.76E+12,osmovaloper1n3mhyp9fvcmuu8l0q8qvjy07x0rql8q4d3kvts,1002,1117,1049,0.890371783,
osmovaloper1lmxrexaxuc7ealq4wqdgzrczajhhrenrdlhxha,Chiter in Cosmos ,0.05,73,1016314,0.003818,1.76E+12,osmovaloper1lmxrexaxuc7ealq4wqdgzrczajhhrenrdlhxha,931,1080,1004,0.851593625,
osmovaloper19v94c3z7ckarwsum76kaagma0wqsqhh54xucdk,Validatus,0.05,74,964776,0.003625,1.76E+12,osmovaloper19v94c3z7ckarwsum76kaagma0wqsqhh54xucdk,990,1115,1043,0.880153404,
osmovaloper12vmqh2phzwuavl50vyfhmcath5lecqxgsc3vdc,Atlas Staking Autocompound Rewards,0.05,75,911006,0.003423,1.76E+12,osmovaloper12vmqh2phzwuavl50vyfhmcath5lecqxgsc3vdc,991,1117,1043,0.879194631,
osmovaloper1xf9zpq5kpxks49cg606tzd8qstaykxgt2vs0d5,ShapeShift DAO,0.05,76,883619,0.00332,1.76E+12,osmovaloper1xf9zpq5kpxks49cg606tzd8qstaykxgt2vs0d5,998,1119,1048,0.884541985,
osmovaloper1m73mgwn3cm2e8x9a9axa0kw8nqz8a492vg4hp4,Oldcat  airdrop DHK every month,0.05,77,871577,0.003275,1.76E+12,osmovaloper1m73mgwn3cm2e8x9a9axa0kw8nqz8a492vg4hp4,991,1118,1043,0.878235858,
osmovaloper1xk23a255qm4kn6gdezr6jm7zmupn23t3pqjjn6,Tedcryptoio   TedLotto,0.05,78,774267,0.002909,1.76E+12,osmovaloper1xk23a255qm4kn6gdezr6jm7zmupn23t3pqjjn6,1003,1123,1052,0.885931559,
osmovaloper1n56swda49evz92zhcw2xc8esx6kzt8qm62hkep,Tessellated,0.05,80,707511,0.002658,1.76E+12,osmovaloper1n56swda49evz92zhcw2xc8esx6kzt8qm62hkep,987,1113,1038,0.878612717,
osmovaloper1wgmdcxzp49vjgrqusgcagq6qefk4mtjv5c0k7q,DO NOT STAKE,0.05,82,701189,0.002634,1.76E+12,osmovaloper1wgmdcxzp49vjgrqusgcagq6qefk4mtjv5c0k7q,1030,1140,1071,0.89729225,
osmovaloper1cmqh34lt9d457ajk9g94eg2pswrpr08rxqwsyy,nonce classic,0.1,83,695942,0.002615,1.76E+12,osmovaloper1cmqh34lt9d457ajk9g94eg2pswrpr08rxqwsyy,997,1121,1048,0.881679389,
osmovaloper1grgelyng2v6v3t8z87wu3sxgt9m5s03x7uy20c,iqlusion,0.07,85,664872,0.002498,1.76E+12,osmovaloper1grgelyng2v6v3t8z87wu3sxgt9m5s03x7uy20c,1009,1124,1056,0.891098485,
osmovaloper1kgddca7qj96z0qcxr2c45z73cfl0c75pf37k8l,ChainLayer,0.05,86,653202,0.002454,1.76E+12,osmovaloper1kgddca7qj96z0qcxr2c45z73cfl0c75pf37k8l,1004,1121,1051,0.88867745,
osmovaloper1ux0wrpy2gpeteahn8r95xjketyf0nn800ztng4,Ethernodes,0.05,87,619193,0.002326,1.76E+12,osmovaloper1ux0wrpy2gpeteahn8r95xjketyf0nn800ztng4,979,1106,1030,0.876699029,
osmovaloper1q5xvvmf03dx8amz66ku6z0x4u39f0aphqf42wc,Shutdown in November  Please redelegate  Meria,0.05,88,616037,0.002314,1.76E+12,osmovaloper1q5xvvmf03dx8amz66ku6z0x4u39f0aphqf42wc,1002.5,1108,1045.5,0.899091344,
osmovaloper1f7jtv9sd3g9jay64zrydfqh7l3eqdzgs289m8u,Trust Nodes,0.1,90,609339,0.002289,1.76E+12,osmovaloper1f7jtv9sd3g9jay64zrydfqh7l3eqdzgs289m8u,997,1119,1044.5,0.883197702,
osmovaloper122yaxffys6rmv03nwwkmn3rvr5skzxl9lry2a5,Stakewollecom 100 Insurance,0.05,91,562594,0.002114,1.76E+12,osmovaloper122yaxffys6rmv03nwwkmn3rvr5skzxl9lry2a5,1000,1122,1050,0.883809524,
osmovaloper1e8zrt3wq2wu854e8kfe0fg2y4rpakql37u0l4uwzv2cv0dng4ntqst76th,DAO DAO,0.05,92,548701,0.002061,1.76E+12,osmovaloper1e8zrt3wq2wu854e8kfe0fg2y4rpakql37u0l4uwzv2cv0dng4ntqst76th,1036,1142,1073,0.901211556,
osmovaloper1md9f5524vtmrn64lyv2pdfn7cnkjkklf44vtjz,WhisperNode ,0.05,93,538848,0.002024,1.76E+12,osmovaloper1md9f5524vtmrn64lyv2pdfn7cnkjkklf44vtjz,1024,1142,1066,0.889305816,
osmovaloper14ts0j42qkpr43a3tgxr7zz6l6zdf7hdes5jpma,Obi,0.05,94,513680,0.00193,1.76E+12,osmovaloper14ts0j42qkpr43a3tgxr7zz6l6zdf7hdes5jpma,1004,1129,1054,0.881404175,
osmovaloper13tk45jkxgf7w0nxquup3suwaz2tx483xe832ge,BronBro,0.05,95,513429,0.001929,1.76E+12,osmovaloper13tk45jkxgf7w0nxquup3suwaz2tx483xe832ge,1000,1126,1051,0.880114177,
osmovaloper1e893vrtzzp6zyzs80tqg52j2vdckzqrdjrjva5,Stake Shark,0.1,96,492714,0.001851,1.76E+12,osmovaloper1e893vrtzzp6zyzs80tqg52j2vdckzqrdjrjva5,969.5,1103,1024,0.869628906,
osmovaloper1ehkfl7palwrh6w2hhr2yfrgrq8jetguct4ddyl,KalpaTech,0.05,98,469144,0.001763,1.76E+12,osmovaloper1ehkfl7palwrh6w2hhr2yfrgrq8jetguct4ddyl,1013,1128,1058,0.891304348,
osmovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgjp38f93,FreshSTAKING,0.069,99,446630,0.001678,1.76E+12,osmovaloper17h2x3j7u44qkrq0sk8ul0r2qr440rwgjp38f93,992,1120,1044,0.877394636,
osmovaloper1pjmngrwcsatsuyy8m3qrunaun67sr9x74vvvdk,Cypher Core,0.1,100,441729,0.00166,1.76E+12,osmovaloper1pjmngrwcsatsuyy8m3qrunaun67sr9x74vvvdk,1000,1129,1053,0.877492877,
osmovaloper18wkkhsrsw7gwl3z9gn6e25ag3sn0crzp2tp9t0,White Marlin Staking,0.05,101,395848,0.001487,1.76E+12,osmovaloper18wkkhsrsw7gwl3z9gn6e25ag3sn0crzp2tp9t0,1007,1129,1055,0.88436019,
osmovaloper13t30u88ehaq3dlp5uzkxmn9u98nrskjyrutvvs,Go,0.075,101,384903,0.001446,1.76E+12,osmovaloper13t30u88ehaq3dlp5uzkxmn9u98nrskjyrutvvs,1016,1133,1062,0.889830508,
osmovaloper1rhjvcesshc833dqwdlwskwcjz08gcnxq73dnqc,artifact,0.05,101,370957,0.001394,1.76E+12,osmovaloper1rhjvcesshc833dqwdlwskwcjz08gcnxq73dnqc,1016,1134,1061,0.888784166,
osmovaloper1s29zkm444lr8u4jjfkrycl9wh8gttwfze230hj,Silk Nodes,0.05,101,339604,0.001276,1.76E+12,osmovaloper1s29zkm444lr8u4jjfkrycl9wh8gttwfze230hj,1007,1131,1056,0.882575758,
osmovaloper1feh2keupglep6mvxf5c96eulh3puujjryj2h8v,Simply Staking,0.05,101,311734,0.001171,1.76E+12,osmovaloper1feh2keupglep6mvxf5c96eulh3puujjryj2h8v,1007,1122,1054,0.890891841,
osmovaloper16j5hsdrcaa6950ks0rf944rgmncukl74cs7yw6,SmartNodes,0.05,101,299610,0.001126,1.76E+12,osmovaloper16j5hsdrcaa6950ks0rf944rgmncukl74cs7yw6,1003,1127,1053,0.882241216,
osmovaloper1ddle9tczl87gsvmeva3c48nenyng4n56yscals,Vitwit Previously Witval,0.05,101,296957,0.001116,1.76E+12,osmovaloper1ddle9tczl87gsvmeva3c48nenyng4n56yscals,1006,1124,1053,0.887939221,
osmovaloper1juczud9nep06t0khghvm643hf9usw45r3jxhxn,Kintsugi Nodes,0.05,101,233194,0.000876,1.76E+12,osmovaloper1juczud9nep06t0khghvm643hf9usw45r3jxhxn,969,1095,1022,0.876712329,
osmovaloper1hk64xxqufcdyh627s29mruep8yfmxpuuclacer,Peregrine,0.05,101,173818,0.000653,1.76E+12,osmovaloper1hk64xxqufcdyh627s29mruep8yfmxpuuclacer,998,1112,1045,0.890909091,
osmovaloper1ta3zed9p4q2ynnpgrw7m63wqd9e4xg2pal6v97,NexuSecurus,0.1,101,121116,0.000455,1.76E+12,osmovaloper1ta3zed9p4q2ynnpgrw7m63wqd9e4xg2pal6v97,901,1068,976,0.828893443,
osmovaloper13x4pynlp86prhcmtns742kgsgu7pjtzjz4a3nk,CryptoDungeon,0.05,101,111996,0.000421,1.76E+12,osmovaloper13x4pynlp86prhcmtns742kgsgu7pjtzjz4a3nk,923,1073.5,999,0.849349349,
osmovaloper1yxg83zcuwfwvyagdzh3a8p45cgqxtrsg2segqf,SpectrumX,0.05,101,72658,0.000273,1.76E+12,osmovaloper1yxg83zcuwfwvyagdzh3a8p45cgqxtrsg2segqf,1030,1147,1071,0.890756303,
osmovaloper1cwurrzatev9lfkn3ak6hh59t6yc0zy00rzp8yd,Coinage x DAIC,0.05,101,71233,0.000268,1.76E+12,osmovaloper1cwurrzatev9lfkn3ak6hh59t6yc0zy00rzp8yd,917,1078,998.5,0.838758137,
osmovaloper1u2wsa88eh738mk35a3cncgu7lc6cqf74jdl50x,NFTSwitchxyz  Delegate for SOUL Claim Drop,0.05,101,65314,0.000245,1.76E+12,osmovaloper1u2wsa88eh738mk35a3cncgu7lc6cqf74jdl50x,1037,1160,1078,0.885899814,
osmovaloper1h6pv6eymyf40w0xjuuacj3vnu9lxwq8u0nm7uj,CroutonDigital,0.05,101,65226,0.000245,1.76E+12,osmovaloper1h6pv6eymyf40w0xjuuacj3vnu9lxwq8u0nm7uj,1028,1142,1070,0.893457944,
osmovaloper1d5ada26tcd24wltfakqkkdu3656k6n4chnyz8h,GATA HUB,0.05,101,50070,0.000188,1.76E+12,osmovaloper1d5ada26tcd24wltfakqkkdu3656k6n4chnyz8h,898,1057,990.5,0.839475013,
osmovaloper1j7euyj85fv2jugejrktj540emh9353ltnz0lvc,Komikuri,0.05,101,33306,0.000125,1.76E+12,osmovaloper1j7euyj85fv2jugejrktj540emh9353ltnz0lvc,878,1022,977,0.852610031,
osmovaloper1mt33s7d3mdshunkt37tkugumq3uxfw2wcvrspk,DELIGHT,0.05,101,31559,0.000119,1.76E+12,osmovaloper1mt33s7d3mdshunkt37tkugumq3uxfw2wcvrspk,888,1045,973.5,0.838726246,
osmovaloper1tm7wyp4wjqfa2txadfxnvmun65mqpz76dxh4du,SolidarityNode,0.05,101,28994,0.000109,1.76E+12,osmovaloper1tm7wyp4wjqfa2txadfxnvmun65mqpz76dxh4du,1006,1118,1051,0.893434824,
osmovaloper10pt2rk73ksua9nee7c2x5le4yxqnczuefgae62,Blocks United,0.05,101,18216,0.000068,1.76E+12,osmovaloper10pt2rk73ksua9nee7c2x5le4yxqnczuefgae62,1020,1132,1063,0.894637817,
osmovaloper1n3xtg6dpk8wvusank9s2h9j39l2taac88els9n,PoS Node,0.05,101,11175,0.000042,1.76E+12,osmovaloper1n3xtg6dpk8wvusank9s2h9j39l2taac88els9n,847,981,921,0.854505972,
osmovaloper16rnhjchh7fgcm37c52vuqxhv0hvdsmls3f8aw9,Stakeflow,0.07,101,5242,0.00002,1.76E+12,osmovaloper16rnhjchh7fgcm37c52vuqxhv0hvdsmls3f8aw9,808,808,808,1,
